id;rodada;mandante;visitante;formacao_mandante;formacao_visitante;vencedor;mandante_placar;visitante_placar;vencedor_mandante_visitante_empate;total_gols;temporada
6020;27;avai;vasco;4-2-3-1;4-2-3-1;vasco;1;2;2.0;3;2017
6007;28;vasco;botafogo-rj;4-4-1-1;4-2-3-1;vasco;1;0;1.0;1;2017
6026;29;atletico-go;vasco;4-2-3-1;4-4-1-1;vasco;0;1;2.0;1;2017
6036;30;vasco;coritiba;4-4-1-1;4-2-3-1;-;1;1;3.0;2;2017
6047;31;flamengo;vasco;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2017
6064;32;vasco;vitoria;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2017
6070;33;santos;vasco;4-2-3-1;4-4-1-1;vasco;1;2;2.0;3;2017
6078;34;vasco;sao paulo;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2017
6089;35;vasco;atletico-mg;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2017
6101;36;athletico-pr;vasco;4-2-3-1;4-2-3-1;athletico-pr;3;1;1.0;4;2017
6111;37;cruzeiro;vasco;4-2-3-1;4-2-3-1;vasco;0;1;2.0;1;2017
6124;38;vasco;ponte preta;4-2-3-1;4-2-3-1;vasco;2;1;1.0;3;2017
6130;1;vasco;atletico-mg;4-1-4-1;4-1-4-1;vasco;2;1;1.0;3;2018
6142;2;chapecoense;vasco;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2018
6156;4;vasco;america-mg;4-2-3-1;4-2-3-1;vasco;4;1;1.0;5;2018
6169;5;vasco;vitoria;4-2-3-1;4-2-3-1;vitoria;2;3;2.0;5;2018
6177;6;flamengo;vasco;4-1-4-1;4-2-3-1;-;1;1;3.0;2;2018
6191;7;bahia;vasco;4-2-3-1;4-2-3-1;bahia;3;0;1.0;3;2018
6196;8;vasco;parana;4-4-2;4-1-4-1;vasco;1;0;1.0;1;2018
6208;9;vasco;botafogo-rj;4-2-3-1;4-2-3-1;botafogo-rj;1;2;2.0;3;2018
6222;10;cruzeiro;vasco;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2018
6228;11;vasco;sport;4-2-3-1;4-2-3-1;vasco;3;2;1.0;5;2018
6244;12;internacional;vasco;4-2-2-2;4-2-3-1;internacional;3;1;1.0;4;2018
6253;13;vasco;fluminense;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2018
6258;14;vasco;gremio;4-2-3-1;4-2-3-1;vasco;1;0;1.0;1;2018
6278;16;vasco;corinthians;4-2-3-1;4-2-3-1;corinthians;1;4;2.0;5;2018
6292;17;sao paulo;vasco;4-2-3-1;4-2-3-1;sao paulo;2;1;1.0;3;2018
6314;18;palmeiras;vasco;4-2-3-1;4-2-3-1;palmeiras;1;0;1.0;1;2018
6325;19;vasco;ceara;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2018
6304;20;atletico-mg;vasco;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2018
6335;21;vasco;chapecoense;4-2-3-1;4-1-4-1;vasco;3;1;1.0;4;2018
6275;15;athletico-pr;vasco;4-2-3-1;4-2-3-1;athletico-pr;1;0;1.0;1;2018
6338;22;vasco;santos;4-2-3-1;4-2-3-1;santos;0;3;2.0;3;2018
6355;23;america-mg;vasco;4-2-3-1;4-2-3-1;america-mg;2;1;1.0;3;2018
6364;24;vitoria;vasco;4-3-3;4-3-2-1;vitoria;1;0;1.0;1;2018
6368;25;vasco;flamengo;4-3-2-1;4-1-4-1;-;1;1;3.0;2;2018
6385;26;vasco;bahia;4-2-3-1;4-2-3-1;vasco;2;1;1.0;3;2018
6155;3;santos;vasco;4-3-3;4-3-2-1;-;1;1;3.0;2;2018
6395;27;parana;vasco;4-4-2;4-2-3-1;-;1;1;3.0;2;2018
6404;28;botafogo-rj;vasco;4-3-3;4-2-3-1;-;1;1;3.0;2;2018
6410;29;vasco;cruzeiro;4-3-2-1;4-4-2;vasco;2;0;1.0;2;2018
6419;30;sport;vasco;4-2-3-1;4-3-2-1;sport;2;1;1.0;3;2018
6427;31;vasco;internacional;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2018
6436;32;fluminense;vasco;3-4-1-2;4-2-3-1;vasco;0;1;2.0;1;2018
6453;33;gremio;vasco;4-2-3-1;4-2-3-1;gremio;2;1;1.0;3;2018
6456;34;vasco;athletico-pr;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2018
6466;35;corinthians;vasco;4-2-3-1;4-2-3-1;corinthians;1;0;1.0;1;2018
6482;36;vasco;sao paulo;4-2-3-1;4-2-3-1;vasco;2;0;1.0;2;2018
6490;37;vasco;palmeiras;4-2-3-1;4-2-3-1;palmeiras;0;1;2.0;1;2018
6498;38;ceara;vasco;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2018
6512;1;athletico-pr;vasco;4-2-3-1;3-5-2;athletico-pr;4;1;1.0;5;2019
6522;2;vasco;atletico-mg;4-2-3-1;4-1-4-1;atletico-mg;1;2;2.0;3;2019
6526;3;vasco;corinthians;4-2-3-1;4-1-4-1;-;1;1;3.0;2;2019
6540;4;santos;vasco;4-3-3;3-4-3;santos;3;0;1.0;3;2019
6554;5;vasco;avai;4-2-3-1;4-1-4-1;-;1;1;3.0;2;2019
6560;6;fortaleza;vasco;4-4-2;4-2-3-1;-;1;1;3.0;2;2019
6568;7;botafogo-rj;vasco;4-1-4-1;4-1-4-1;botafogo-rj;1;0;1.0;1;2019
6576;8;vasco;internacional;4-3-3;4-3-3;vasco;2;1;1.0;3;2019
6591;9;vasco;ceara;4-3-3;4-4-2;vasco;1;0;1.0;1;2019
6596;10;gremio;vasco;4-2-3-1;4-3-3;gremio;2;1;1.0;3;2019
6606;11;vasco;fluminense;4-1-4-1;4-2-3-1;vasco;2;1;1.0;3;2019
6616;12;palmeiras;vasco;4-2-3-1;4-3-3;-;1;1;3.0;2;2019
6632;13;vasco;csa;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2019
6644;14;goias;vasco;4-2-3-1;4-2-3-1;vasco;0;1;2.0;1;2019
6648;15;vasco;flamengo;4-3-3;4-2-3-1;flamengo;1;4;2.0;5;2019
6659;16;vasco;sao paulo;4-1-4-1;4-1-4-1;vasco;2;0;1.0;2;2019
6673;17;cruzeiro;vasco;4-2-3-1;4-1-4-1;cruzeiro;1;0;1.0;1;2019
6676;18;vasco;bahia;4-2-3-1;4-3-3;bahia;0;2;2.0;2;2019
6687;19;chapecoense;vasco;4-1-4-1;4-2-3-1;vasco;1;2;2.0;3;2019
6703;20;vasco;athletico-pr;4-1-4-1;4-1-4-1;-;1;1;3.0;2;2019
6717;22;corinthians;vasco;4-1-4-1;4-3-3;corinthians;1;0;1.0;1;2019
6714;21;atletico-mg;vasco;4-2-3-1;4-4-2;vasco;1;2;2.0;3;2019
6726;23;vasco;santos;4-3-3;3-4-3;santos;0;1;2.0;1;2019
6744;24;avai;vasco;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2019
6752;25;vasco;fortaleza;4-2-3-1;4-2-3-1;vasco;1;0;1.0;1;2019
6762;26;vasco;botafogo-rj;4-2-3-1;4-1-4-1;vasco;2;1;1.0;3;2019
6768;27;internacional;vasco;4-3-3;4-2-3-1;vasco;0;1;2.0;1;2019
6777;28;ceara;vasco;4-1-4-1;4-3-3;-;1;1;3.0;2;2019
6790;29;vasco;gremio;4-3-1-2;4-2-3-1;gremio;1;3;2.0;4;2019
6797;30;fluminense;vasco;4-3-1-2;4-2-3-1;-;0;0;3.0;0;2019
6810;31;vasco;palmeiras;4-2-4-0;4-2-3-1;palmeiras;1;2;2.0;3;2019
6824;32;csa;vasco;4-2-3-1;4-2-3-1;vasco;0;3;2.0;3;2019
6826;34;flamengo;vasco;4-2-3-1;4-1-2-1-2;-;4;4;3.0;8;2019
6844;33;vasco;goias;4-1-4-1;4-4-1-1;-;1;1;3.0;2;2019
6854;35;sao paulo;vasco;4-2-3-1;4-2-3-1;sao paulo;1;0;1.0;1;2019
6865;36;vasco;cruzeiro;4-3-3;4-3-3;vasco;1;0;1.0;1;2019
6874;37;bahia;vasco;4-3-3;4-3-3;-;1;1;3.0;2;2019
6883;38;vasco;chapecoense;4-3-3;4-1-4-1;-;1;1;3.0;2;2019
6905;2;vasco;sport;4-1-4-1;4-2-3-1;vasco;2;0;1.0;2;2020
6911;3;vasco;sao paulo;4-2-3-1;4-2-3-1;vasco;2;1;1.0;3;2020
6924;4;ceara;vasco;4-1-4-1;4-4-2;vasco;0;3;2.0;3;2020
6930;5;vasco;gremio;4-1-4-1;4-2-3-1;-;0;0;3.0;0;2020
6947;6;fluminense;vasco;4-2-3-1;4-1-4-1;fluminense;2;1;1.0;3;2020
6963;7;santos;vasco;4-3-3;4-1-4-1;-;2;2;3.0;4;2020
6972;8;vasco;athletico-pr;4-2-3-1;4-1-4-1;vasco;1;0;1.0;1;2020
6985;9;vasco;atletico-go;4-2-3-1;4-2-3-1;atletico-go;1;2;2.0;3;2020
6995;10;botafogo-rj;vasco;3-4-3;4-2-3-1;vasco;2;3;2.0;5;2020
6942;11;coritiba;vasco;4-3-3;4-2-3-1;coritiba;1;0;1.0;1;2020
7000;12;vasco;bragantino;4-2-3-1;4-3-3;-;1;1;3.0;2;2020
7015;13;atletico-mg;vasco;4-1-4-1;4-2-3-1;atletico-mg;4;1;1.0;5;2020
7018;14;bahia;vasco;4-2-3-1;4-2-3-1;bahia;3;0;1.0;3;2020
7026;15;vasco;flamengo;4-2-3-1;4-2-3-1;flamengo;1;2;2.0;3;2020
7051;17;internacional;vasco;4-2-3-1;4-2-3-1;internacional;2;0;1.0;2;2020
7056;18;vasco;corinthians;4-2-3-1;4-1-4-1;corinthians;1;2;2.0;3;2020
7073;19;goias;vasco;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2020
7079;20;vasco;palmeiras;3-4-2-1;4-2-3-1;palmeiras;0;1;2.0;1;2020
7086;21;sport;vasco;4-2-3-1;3-4-2-1;vasco;0;2;2.0;2;2020
7044;16;vasco;fortaleza;3-4-3;4-4-2;-;0;0;3.0;0;2020
7100;22;sao paulo;vasco;4-4-2;3-4-2-1;-;1;1;3.0;2;2020
7113;23;vasco;ceara;3-4-2-1;4-2-3-1;ceara;1;4;2.0;5;2020
7123;24;gremio;vasco;4-2-3-1;3-4-2-1;gremio;4;0;1.0;4;2020
7135;25;vasco;fluminense;4-2-3-1;4-4-2;-;1;1;3.0;2;2020
7142;26;vasco;santos;4-2-3-1;4-2-3-1;vasco;1;0;1.0;1;2020
7152;27;athletico-pr;vasco;4-4-2;4-2-3-1;athletico-pr;3;0;1.0;3;2020
7163;28;atletico-go;vasco;4-2-3-1;4-1-4-1;-;0;0;3.0;0;2020
7173;29;vasco;botafogo-rj;4-1-4-1;4-2-3-1;vasco;3;0;1.0;3;2020
7178;30;vasco;coritiba;4-1-4-1;4-3-3;coritiba;0;1;2.0;1;2020
7191;31;bragantino;vasco;4-3-3;4-1-4-1;bragantino;4;1;1.0;5;2020
7197;32;vasco;atletico-mg;4-2-3-1;3-1-4-2;vasco;3;2;1.0;5;2020
6895;1;palmeiras;vasco;4-1-4-1;4-2-3-1;-;1;1;3.0;2;2020
7206;33;vasco;bahia;4-3-3;4-2-3-1;-;0;0;3.0;0;2020
7222;34;flamengo;vasco;4-4-2;4-1-4-1;flamengo;2;0;1.0;2;2020
7231;35;fortaleza;vasco;4-2-3-1;4-2-3-1;fortaleza;3;0;1.0;3;2020
7240;36;vasco;internacional;4-2-3-1;4-1-4-1;internacional;0;2;2.0;2;2020
7249;37;corinthians;vasco;4-2-3-1;4-1-4-1;-;0;0;3.0;0;2020
7264;38;vasco;goias;4-1-4-1;4-4-2;vasco;3;2;1.0;5;2020
